area,rooms,bathroom,parking spaces,floor,hoa,rent amount,property tax,fire insurance,total
140,3,4,2,3,1400,2450,475,32,4357
127,2,2,2,5,1550,5500,361,70,7481
200,4,7,4,0,0,8000,575,121,8696
100,3,2,2,1,600,1800,100,23,2523
200,2,2,2,0,1,3000,167,46,3214
300,4,6,6,17,6300,15000,3400,191,24890
25,1,1,0,0,20,1200,25,19,1264
160,3,2,2,1,1515,2900,400,37,4852
145,3,1,2,0,90,7200,238,109,7637
62,1,1,1,5,700,1250,38,16,2004
50,1,1,1,16,432,991,36,13,1472
74,3,1,1,4,474,900,40,12,1426
190,3,3,2,0,0,6800,392,103,7295
326,3,3,4,0,870,4200,523,64,5657
240,4,4,4,22,1980,6672,417,85,9154
40,1,1,0,18,0,2600,0,33,2633
42,1,1,1,4,1200,2350,151,30,3731
90,2,1,0,1,0,2000,280,26,2306
84,1,2,0,1,850,6000,250,77,7177
70,2,1,1,7,500,1300,48,17,1865
110,3,2,2,11,1179,3500,205,45,4929
110,3,2,3,11,1150,2700,334,35,4219
90,2,2,1,6,900,6500,89,83,7572
308,3,3,4,0,0,4700,673,71,5444
61,2,2,1,13,764,4000,134,51,4949
400,5,7,4,5,3200,7900,888,101,12090
320,3,3,2,10,2200,8330,584,106,11220
50,1,1,1,2,650,2350,24,30,3054
80,1,1,1,5,1,7200,0,92,7293
44,1,1,0,13,450,1900,104,25,2479
130,5,2,0,2,0,3000,37,39,3076
400,5,6,0,0,0,5200,0,79,5279
130,2,1,1,9,1159,3850,160,49,5218
96,3,3,1,11,900,2450,125,32,3507
57,2,2,2,12,1250,2800,209,36,4295
240,3,3,2,0,0,4350,385,66,4801
30,1,1,1,6,1900,2001,125,26,4052
20,1,1,0,2,602,1800,130,23,2555
45,2,1,0,2,60,900,42,12,1014
250,4,5,2,17,2000,12750,873,162,15790
240,4,5,5,5,2300,7000,100,89,9489
22,1,1,0,25,385,2100,40,27,2552
240,3,4,3,2,2400,4150,1417,53,8020
206,4,4,3,10,1890,12000,917,153,14960
96,3,3,1,11,900,2450,125,32,3507
156,3,4,2,2,1800,2000,0,26,3826
400,3,3,3,0,0,8300,816,125,9241
60,2,1,1,3,345,880,16,12,1253
37,1,1,0,4,335,761,0,10,1106
73,2,2,2,1,778,1200,84,16,2078
182,3,4,3,0,0,7000,459,106,7565
300,3,4,1,0,0,4500,542,68,5110
48,1,1,0,5,450,1590,0,21,2061
850,4,4,8,0,0,12000,5834,181,18020
76,3,1,1,2,240,2250,170,29,2689
57,2,2,1,2,584,2300,50,30,2964
104,2,1,0,8,1300,3000,0,39,4339
65,3,3,2,9,727,2000,24,26,2777
64,2,1,0,6,938,2050,75,26,3089
31,1,1,0,14,390,3300,120,42,3852
35,1,1,1,1,444,3507,124,45,4120
275,3,5,6,0,0,13000,500,196,13700
310,4,5,5,6,3800,12000,2709,153,18660
58,2,2,1,4,521,3120,165,12,3818
55,2,1,0,4,382,2300,3,30,2715
53,1,2,1,3,960,3300,109,42,4411
35,1,1,0,0,0,1100,30,14,1144
180,4,4,1,0,0,3581,134,54,3769
71,1,1,0,1,718,1443,0,5,2166
180,3,4,3,12,1600,3400,250,44,5294
900,5,9,8,1,0,15000,5470,226,20700
32,1,1,1,18,1600,3500,234,45,5379
98,2,2,2,29,1450,8500,450,108,10510
180,3,2,2,6,2192,4000,413,51,6656
47,1,1,1,15,530,1800,0,23,2353
109,3,2,2,7,1746,2500,134,32,4412
210,4,4,4,5,3000,13100,1325,166,17590
109,3,2,1,3,1296,3500,125,45,4966
116,4,3,2,8,1040,2400,330,31,3801
111,3,2,0,7,1370,2500,264,32,4166
120,3,3,2,1,1100,8950,0,114,10160
178,4,3,2,5,1700,6700,660,85,9145
39,1,1,1,5,550,1700,95,22,2367
59,1,1,0,12,400,901,42,12,1355
54,1,2,1,13,1150,6000,0,77,7227
35,1,1,0,3,233,1750,0,23,2006
244,3,2,3,14,2494,7000,1438,89,11020
170,3,2,2,0,0,3200,225,49,3474
300,3,3,8,0,0,4675,400,71,5146
35,1,1,0,7,399,1140,25,15,1579
114,5,3,1,0,0,6000,42,91,6133
300,3,4,8,0,0,5500,400,83,5983
166,3,2,1,7,1865,4000,426,51,6342
90,2,3,1,2,574,2100,0,27,2701
100,4,4,1,0,0,10000,9,151,10160
76,1,2,0,1,300,700,100,9,1109
200,3,3,2,5,2450,7000,437,89,9976
156,3,2,1,0,0,2000,147,31,2178
94,2,2,2,0,0,2540,19,39,2598
53,1,1,1,3,588,550,73,7,1218
85,2,1,1,12,800,2426,0,13,3239
50,2,1,1,4,520,1200,30,16,1766
127,4,3,2,11,1154,5500,407,70,7131
35,1,1,0,0,0,1100,30,14,1144
370,4,4,3,0,0,7900,1000,119,9019
70,2,2,2,15,600,2890,84,37,3611
700,6,8,8,0,0,14000,1020,211,15230
79,2,2,0,13,800,4500,0,58,5358
46,1,1,1,3,700,3000,133,39,3872
300,4,5,6,0,0,15000,1805,226,17030
62,2,2,1,2,500,1900,92,25,2517
296,4,5,3,3,0,15000,0,191,15190
40,1,1,0,4,220,700,65,9,994
52,1,1,1,7,800,3200,0,13,4178
58,2,2,1,3,400,2300,250,30,2980
123,3,2,2,13,834,2000,148,26,3008
80,2,1,1,1,275,1250,75,16,1616
170,3,2,1,14,1670,10500,84,134,12390
260,4,4,4,4,3247,15000,1589,191,20030
90,2,2,1,7,760,5500,142,70,6472
190,3,2,1,6,2238,5620,725,72,8655
40,1,1,1,13,400,1914,24,25,2363
120,3,2,0,0,0,2501,163,38,2702
57,1,1,1,16,740,3100,115,40,3995
70,1,1,1,4,270,870,9,12,1161
120,2,3,2,2,2100,5391,569,22,8082
135,3,3,2,7,1323,7500,468,96,9387
300,4,6,5,0,0,10120,475,153,10740
36,1,1,1,4,600,1300,0,17,1917
33,1,1,0,1,250,1305,0,17,1572
65,2,2,1,3,650,2800,209,36,3695
67,2,1,1,1,920,1700,0,22,2642
51,1,1,0,13,340,2500,79,32,2951
38,1,1,0,16,290,2500,0,32,2822
80,2,1,1,0,484,1800,135,23,2442
275,3,3,1,11,886,8850,0,113,9849
33,1,1,1,5,842,2000,95,26,2963
40,1,1,1,0,0,972,0,15,987
210,4,4,3,3,2270,4675,1110,60,8115
90,2,2,1,0,0,4500,414,68,4982
260,4,4,3,11,3500,15000,1417,191,20110
40,1,1,1,16,620,3500,92,45,4257
50,1,1,0,0,0,2500,0,21,2521
50,2,1,1,0,0,1120,277,15,1412
68,1,2,1,5,942,6000,229,77,7248
20,1,1,0,2,0,2060,0,27,2087
189,3,3,1,12,2143,5800,371,74,8388
160,4,4,3,9,2184,6500,858,83,9625
60,2,2,1,19,341,1503,0,6,1850
440,3,2,4,0,0,4500,259,68,4827
220,5,5,4,22,1900,8880,875,113,11770
33,1,1,1,8,330,2070,0,27,2427
354,5,6,3,0,0,8850,958,134,9942
110,3,3,2,0,0,4800,50,73,4923
58,2,3,2,0,50,2000,0,31,2081
600,4,6,6,0,0,12000,2592,181,14770
56,2,1,1,10,550,1200,0,16,1766
100,2,1,3,0,0,1250,100,19,1369
440,4,3,7,0,0,15000,1084,226,16310
270,3,3,5,0,0,7500,459,113,8072
75,1,1,0,0,0,1450,0,22,1472
205,4,3,3,10,3800,10000,1167,127,15090
380,4,5,5,2,6500,3400,1125,44,11070
260,4,2,2,3,1715,6000,594,77,8386
147,3,4,3,7,1308,4500,630,58,6496
90,2,1,1,2,1000,3000,50,39,4089
40,1,1,0,0,0,650,0,10,660
20,1,1,0,6,602,1800,130,23,2555
80,3,1,0,0,0,2400,60,37,2497
147,3,3,2,7,1520,2200,513,28,4261
750,4,5,8,0,0,15000,4338,226,19560
109,4,2,2,13,1156,6500,319,83,8058
200,3,3,2,1,1500,2000,1,26,3527
272,4,5,3,3,3500,6200,92,79,9871
96,3,2,2,10,1616,1770,162,23,3571
92,3,2,2,8,700,2000,145,26,2871
36,1,1,1,16,763,5000,183,64,6010
212,4,4,3,7,2300,9200,1046,117,12660
23,1,1,0,25,399,2150,0,28,2577
216,4,3,4,28,1868,5000,657,64,7589
360,4,5,2,8,2600,15000,1167,191,18960
278,4,4,3,10,4034,5500,965,70,10570
68,2,2,2,18,700,2300,150,30,3180
20,1,1,0,0,602,1800,130,23,2555
350,4,6,6,0,0,9600,1367,145,11110
80,2,2,2,11,832,2200,171,28,3231
330,3,4,2,11,3600,8400,525,107,12630
250,4,4,2,17,2600,6000,500,77,9177
250,3,2,3,35,2500,15000,1084,191,18780
164,3,3,1,3,1795,9000,210,115,11120
66,3,2,0,9,317,3550,0,13,3880
240,3,2,3,0,0,3500,292,53,3845
50,1,1,1,8,600,2800,0,20,3420
60,2,1,0,0,0,1200,38,19,1257
50,2,1,1,1,430,680,50,9,1169
127,4,3,2,4,1040,4930,472,63,6505
180,3,3,2,7,3000,7000,292,89,10380
230,3,3,1,3,1580,5800,589,74,8043
50,1,1,0,2,473,550,14,7,1044
60,2,2,2,15,692,1900,90,25,2707
47,2,1,0,5,548,2200,0,16,2764
90,3,2,1,7,924,2400,117,31,3472
30,1,1,0,0,296,1826,30,24,2176
76,3,2,1,4,547,950,97,13,1607
110,2,4,2,2,2100,7500,500,96,10200
450,4,5,6,0,0,12000,1334,181,13520
43,2,1,1,1,320,1020,0,13,1353
60,2,2,2,11,760,3800,132,49,4741
150,3,3,2,12,1650,4000,142,51,5843
65,2,2,2,2,2500,4000,398,51,6949
72,3,1,1,2,461,1600,0,21,2082
120,3,2,1,0,0,3000,495,46,3541
800,4,7,8,0,10000,8500,209,128,18840
82,1,2,1,1,1000,11000,25,140,12170
70,1,1,1,2,290,1600,70,21,1981
250,3,4,4,15,2530,4000,1100,51,7681
76,3,2,1,6,580,1950,67,25,2622
60,2,2,2,6,700,1811,59,7,2577
197,3,3,2,8,4200,6000,1375,77,11650
100,3,2,2,0,0,2250,15,34,2299
40,1,1,1,2,375,1635,0,21,2031
62,1,2,1,2,2061,11000,262,140,13460
35,1,1,0,0,0,1280,55,20,1355
23,1,1,0,25,393,2100,59,27,2579
323,3,5,6,0,0,10000,985,151,11140
450,3,2,0,0,0,5800,917,88,6805
560,4,6,5,3,4300,7948,4400,101,16750
156,3,2,2,10,2322,8000,385,102,10810
130,2,1,2,0,0,2600,0,15,2615
108,4,2,0,9,1013,5500,142,70,6725
20,1,1,0,1,0,1000,10,13,1023
165,3,4,3,7,2460,3500,617,45,6622
120,3,1,1,3,650,1800,80,23,2553
200,4,4,6,0,0,4320,375,65,4760
132,3,2,2,8,1650,4000,400,51,6101
154,3,3,2,12,1042,2000,0,26,3068
113,2,1,1,5,1000,3000,50,39,4089
310,4,4,3,0,0,7000,675,106,7781
70,2,2,2,16,1400,3300,84,42,4826
91,2,3,2,5,2065,9800,500,125,12490
156,3,4,2,7,1800,2000,0,26,3826
48,2,1,1,10,370,1690,0,22,2082
54,1,2,0,1,245,720,46,10,1021
256,4,5,4,8,3900,3000,1167,39,8106
20,1,1,0,1,0,2050,0,26,2076
72,2,2,1,9,626,1539,27,20,2212
159,2,3,1,8,1276,3230,49,41,4596
220,3,3,2,14,1499,6300,468,80,8347
190,3,4,1,0,0,4100,304,62,4466
25,1,1,0,2,105,1410,0,18,1533
100,2,1,2,0,0,6000,167,91,6258
171,4,5,4,4,1900,8000,715,102,10720
230,4,3,1,1,2400,4000,513,51,6964
75,3,2,2,1,1250,1600,162,21,3033
68,2,1,1,5,525,1600,142,21,2288
160,2,1,0,0,0,1660,5,25,1690
100,2,2,2,6,1700,6500,42,83,8325
287,4,4,4,6,7900,11300,2590,144,21930
55,2,1,1,2,453,749,44,10,1256
50,2,1,1,11,357,2500,0,32,2889
39,1,1,1,20,600,1577,0,20,2197
16,1,1,0,1,0,1200,59,16,1275
200,4,3,3,1,3249,5800,843,74,9966
83,2,3,2,0,200,3500,167,53,3920
22,1,1,1,14,450,2000,84,26,2560
80,3,2,2,14,704,1800,83,23,2610
100,3,2,3,0,430,4990,338,76,5834
210,3,2,1,5,3400,7500,450,96,11450
33,1,1,0,18,300,2000,0,26,2326
64,1,2,1,15,650,8900,154,64,9768
98,2,2,0,6,660,2500,0,32,3192
200,3,4,2,0,0,9800,417,148,10370
44,1,1,1,17,400,2288,101,9,2798
420,3,3,4,7,8043,12000,2936,153,23130
55,1,1,0,0,0,1500,0,23,1523
40,1,1,0,0,0,900,80,12,992
80,2,1,1,2,1950,3100,209,40,5299
131,3,3,3,7,1200,5800,355,74,7429
66,2,1,1,5,550,2300,30,30,2910
98,1,1,1,0,0,1283,0,14,1297
77,1,2,1,29,750,7740,209,99,8798
293,4,3,3,5,3300,1190,500,16,5006
320,4,4,6,8,5281,15000,3151,191,23620
10,4,3,2,0,0,2670,21,41,2732
178,3,2,1,6,2800,3000,242,39,6081
90,2,1,2,4,1100,2000,0,26,3126
64,2,2,1,14,780,5000,217,64,6061
57,2,1,1,8,350,1800,50,23,2223
240,3,1,2,8,2088,4000,1449,51,7588
140,4,4,3,5,1800,3600,583,46,6029
59,1,1,1,3,1420,3900,280,50,5650
178,3,3,1,10,2350,5000,300,64,7714
430,4,4,8,0,0,5500,521,83,6104
65,2,1,1,3,300,1400,84,18,1802
100,2,2,1,11,1083,1500,239,20,2842
106,2,3,2,14,1109,3980,209,51,5349
234,3,5,4,0,0,3680,400,56,4136
417,5,4,2,0,0,12000,1278,181,13460
125,3,2,2,0,0,1450,84,22,1556
64,2,1,1,10,540,820,122,11,1493
99,3,2,1,3,390,2500,90,32,3012
30,1,1,1,14,457,2800,72,36,3365
100,2,2,1,15,1500,7600,259,97,9456
225,3,2,2,0,0,2300,209,35,2544
125,3,2,2,4,2000,4000,334,51,6385
180,2,2,5,0,1,3000,1,46,3048
50,1,1,0,0,0,892,59,14,965
55,2,1,1,1,350,1397,80,18,1845
30,1,1,0,3,350,3000,0,39,3389
220,4,3,4,4,3200,11000,1000,140,15340
30,1,1,0,9,370,1000,14,13,1397
195,3,3,3,0,0,4000,280,61,4341
109,3,2,2,13,1156,6500,319,83,8058
45,1,1,0,0,0,928,57,14,999
280,4,4,2,0,0,8000,600,121,8721
212,4,1,2,0,0,1500,88,23,1611
42,1,1,1,16,472,2000,75,26,2573
100,3,3,1,0,0,7000,881,106,7987
35,1,1,0,0,50,850,65,13,978
300,3,3,1,0,0,11000,625,166,11790
600,4,6,5,13,7200,6000,1167,77,14440
70,2,2,1,0,0,2100,9,27,2136
35,1,1,0,1,0,1700,0,22,1722
180,5,3,2,0,0,9000,0,136,9136
210,3,3,3,17,2300,7000,717,89,10110
96,3,3,2,5,855,3700,486,47,5088
46,1,1,1,12,1445,5000,298,64,6807
68,2,2,2,13,800,4000,132,51,4983
135,2,3,1,19,2745,8000,650,102,11500
235,3,4,4,2,1950,15000,1150,191,18290
190,4,5,3,10,3200,4000,417,51,7668
75,2,1,1,0,0,1140,80,18,1238
35,1,1,1,16,572,4900,70,63,5605
40,1,1,2,5,915,1559,169,20,2663
245,3,3,1,18,1904,12000,486,153,14540
55,2,1,1,6,800,1300,0,17,2117
49,1,1,1,5,284,2600,134,33,3051
60,2,1,0,3,487,1850,0,24,2361
60,2,1,1,16,300,1400,60,18,1778
190,3,4,3,14,1700,2740,900,35,5375
95,3,2,2,16,900,3150,121,40,4211
125,2,1,1,0,0,1490,74,23,1587
250,3,4,4,0,0,4200,0,64,4264
230,3,4,2,12,2662,5900,680,75,9317
168,3,3,3,3,1605,2700,322,35,4662
132,3,1,2,7,920,8000,400,102,9422
294,4,6,8,0,0,3000,600,46,3646
25,1,1,0,12,318,2100,41,27,2486
48,1,1,1,6,500,2200,35,28,2763
98,2,2,1,13,1055,2166,384,28,3633
226,4,2,2,10,1850,2780,403,36,5069
60,2,1,1,2,0,2700,0,35,2735
55,1,1,1,7,594,2050,50,26,2720
31,1,1,0,6,200,2614,84,34,2932
150,2,3,1,0,0,1650,0,25,1675
70,2,1,0,0,0,1350,0,21,1371
234,3,4,3,13,2400,7000,84,89,9573
188,1,3,2,10,1180,8000,550,102,9832
198,4,5,4,17,1493,4000,926,51,6470
57,1,1,1,2,690,2600,131,33,3454
550,3,2,4,0,0,3805,449,58,4312
700,5,7,5,0,0,15000,2240,226,17470
240,4,2,4,0,0,8000,0,121,8121
100,3,3,2,2,1500,1490,105,19,3114
167,3,3,2,7,1315,5500,292,70,7177
85,2,1,0,0,590,800,0,11,1401
55,1,2,1,18,2270,5500,18,70,7858
56,2,1,1,6,479,3190,144,41,3854
72,2,1,1,2,325,1650,60,21,2056
350,4,3,3,1,4459,15000,0,191,19650
190,3,3,3,6,2800,4500,834,58,8192
65,2,1,1,4,800,1750,0,7,2557
290,3,3,3,0,0,8000,542,121,8663
45,1,1,0,3,412,900,66,12,1390
185,3,2,2,11,2000,11500,417,146,14060
54,1,1,1,6,0,1370,31,18,1419
240,4,3,3,6,2850,12000,700,153,15700
90,3,3,2,0,0,2000,50,31,2081
348,3,3,3,0,0,4850,400,73,5323
251,3,2,2,0,0,3400,336,52,3788
140,3,1,2,0,140,6000,273,91,6504
220,3,4,8,0,0,3493,492,53,4038
42,1,1,1,14,0,5000,0,64,5064
100,3,2,0,2,815,808,81,11,1715
65,2,1,1,1,267,1000,34,13,1314
70,3,2,1,3,758,2000,109,26,2893
80,2,2,0,0,0,2000,134,31,2165
292,4,3,3,8,2700,11480,709,146,15030
28,1,1,0,1,0,1329,15,17,1361
130,3,2,1,7,1900,6900,260,88,9148
145,3,2,1,4,1600,3445,0,13,5058
58,1,1,0,2,330,1398,0,8,1736
380,3,5,1,10,3000,15000,267,191,18460
100,2,2,2,10,930,2600,21,33,3584
62,1,1,1,1,650,755,0,3,1408
55,2,1,1,0,480,750,66,10,1306
98,2,2,1,0,1300,2990,250,38,4578
159,3,3,1,6,1800,3000,292,39,5131
210,3,5,4,6,3301,11900,960,151,16310
60,2,1,1,3,345,880,16,12,1253
472,3,2,4,0,0,6500,650,98,7248
128,3,2,2,1,1630,3000,597,39,5266
83,2,1,1,1,620,1147,238,15,2020
50,1,1,1,6,1450,2500,342,32,4324
112,3,2,3,0,0,3300,32,50,3382
52,3,1,1,1,288,1200,63,16,1567
40,1,1,1,9,1800,4800,350,61,7011
500,4,6,3,0,0,15000,845,226,16070
55,2,1,1,13,505,1800,0,23,2328
365,3,5,2,5,1950,8500,899,108,11460
40,1,2,1,28,1935,4200,318,54,6507
25,1,1,1,25,331,2100,64,27,2522
85,3,2,2,9,510,3000,165,39,3714
170,4,3,1,10,1470,3700,0,47,5217
300,3,5,4,12,6593,6000,1974,77,14640
53,2,1,1,7,600,1200,60,16,1876
387,4,5,6,0,0,13000,834,196,14030
85,3,2,1,4,1300,3100,125,40,4565
45,2,1,1,3,312,850,25,11,1198
44,1,1,0,1,0,1200,30,16,1246
92,2,2,1,6,1590,2490,158,32,4270
45,1,1,1,0,0,1300,59,20,1379
60,2,1,0,10,453,1654,0,19,2126
150,3,5,2,14,1423,3102,452,40,5017
35,1,1,0,1,250,1305,0,17,1572
70,2,2,1,6,450,3500,150,45,4145
350,3,5,4,13,4000,3760,1750,48,9558
20,1,1,0,5,602,1800,130,23,2555
316,4,6,4,18,4767,8000,1963,102,14830
38,1,1,0,16,188,2001,0,26,2215
62,3,2,1,5,455,1583,33,6,2077
258,2,2,1,0,0,1400,67,22,1489
402,4,5,2,0,730,4800,459,73,6062
200,3,1,2,0,0,3000,0,46,3046
60,1,1,1,6,683,2240,0,29,2952
54,2,1,1,10,320,1500,23,20,1863
53,2,1,1,8,950,1200,0,16,2166
50,1,1,0,1,0,950,0,15,965
65,2,1,1,3,420,1250,53,16,1739
81,3,2,2,3,780,2230,128,29,3167
68,2,2,1,18,640,3400,95,44,4179
158,3,3,2,10,1995,5500,529,70,8094
114,2,2,1,4,1405,2000,0,26,3431
80,3,2,2,5,1045,2400,227,31,3703
111,3,3,3,6,1000,5000,283,64,6347
160,3,4,2,3,2462,8500,60,108,11130
630,4,6,4,0,0,12300,2667,185,15150
68,1,1,0,0,0,1140,0,18,1158
60,2,1,1,1,314,1000,0,13,1327
110,3,2,1,10,1421,2800,104,36,4361
255,4,4,3,2,5000,6600,1678,84,13360
252,4,6,3,19,1700,12000,650,153,14500
86,2,1,1,12,1000,3007,84,39,4130
48,2,1,0,2,90,1191,90,16,1387
300,4,5,3,9,1650,9500,459,121,11730
130,3,2,1,13,1600,2900,200,37,4737
36,1,1,0,1,355,1800,0,23,2178
220,3,1,4,0,0,2800,334,43,3177
96,2,2,2,5,1200,1600,400,21,3221
280,3,3,5,0,0,3500,2,53,3555
70,1,1,1,0,0,1170,44,18,1232
102,2,2,1,1,430,1700,126,22,2278
70,2,1,0,6,480,1800,0,23,2303
35,1,1,0,18,250,1850,0,24,2124
60,2,2,1,5,700,1465,100,19,2284
500,2,2,1,0,129,2260,0,34,2423
238,4,5,3,1,2500,15000,375,58,17930
127,3,2,2,1,0,5000,250,76,5326
298,4,4,3,6,3356,9000,1190,115,13660
75,3,1,1,9,950,2951,233,12,4146
105,2,2,2,11,1175,3800,258,49,5282
279,5,5,6,3,900,4740,834,61,6535
100,1,2,1,13,1520,6000,348,77,7945
100,3,2,1,12,700,1946,0,7,2653
120,4,2,2,0,0,4500,89,68,4657
98,3,2,1,7,850,3318,0,27,4195
550,5,6,8,0,0,10600,578,160,11340
100,3,2,6,0,0,7500,1000,113,8613
55,1,1,0,5,630,950,80,13,1673
58,2,2,1,1,934,2588,76,10,3608
180,3,3,1,6,1650,7500,850,96,10100
22,1,1,0,25,385,2100,40,27,2552
82,3,2,1,1,650,1200,100,16,1966
194,3,2,3,0,0,3500,75,53,3628
70,3,2,1,1,840,2300,30,30,3200
67,2,2,2,4,883,4675,256,60,5874
100,3,2,2,6,1200,2000,0,26,3226
60,2,2,1,8,640,1650,0,21,2311
62,2,2,1,5,510,2500,158,32,3200
44,1,1,0,4,450,2500,30,32,3012
66,2,2,1,15,862,2748,31,35,3676
86,2,1,1,1,960,2372,0,10,3342
300,3,4,0,0,0,10000,2000,151,12150
60,2,1,1,7,486,900,74,12,1472
65,2,1,1,7,550,1100,100,14,1764
46,1,1,1,5,770,1600,4,21,2395
70,2,2,1,13,849,4400,150,56,5455
110,2,2,0,13,664,2690,0,35,3389
20,1,1,0,3,300,600,40,8,948
200,3,3,3,3,3162,4790,876,61,8889
150,3,3,2,10,1570,4000,515,51,6136
120,3,1,0,0,0,2200,0,34,2234
176,3,4,3,20,2004,9500,584,121,12210
40,1,1,1,2,1300,1000,0,13,2313
350,3,6,4,28,2100,12000,1417,153,15670
65,2,2,1,3,870,1613,0,6,2489
35,1,1,1,4,510,1850,0,24,2384
88,1,1,2,0,678,2200,24,28,2930
106,2,2,2,1,1170,10600,334,135,12240
220,4,4,1,19,1800,4000,650,51,6501
40,1,1,0,2,250,1020,70,13,1353
70,3,1,1,1,600,1500,17,20,2137
227,4,4,3,7,2000,15000,750,191,17940
208,3,3,2,2,2354,7000,552,89,9995
238,4,3,1,7,2515,5000,575,64,8154
161,3,3,3,17,2700,10000,667,127,13490
85,3,2,2,3,1050,2350,217,30,3647
192,2,3,1,1,2300,12000,446,153,14900
71,2,1,1,3,670,1130,114,15,1929
55,1,1,0,13,400,1300,0,17,1717
219,4,5,2,4,1954,3800,472,49,6275
200,2,2,1,0,0,2300,92,35,2427
50,1,1,0,0,0,1266,57,4,1327
90,2,1,0,0,0,2800,170,43,3013
45,1,1,1,1,3000,5520,0,70,8590
120,2,2,1,3,782,3300,0,42,4124
170,3,2,1,5,2215,4500,293,58,7066
400,4,3,4,0,0,3760,2084,57,5901
42,1,1,1,3,450,2700,52,35,3237
31,1,1,1,3,2000,1990,125,26,4141
350,3,5,3,0,0,4500,17,68,4585
62,1,1,0,4,670,2300,0,30,3000
83,2,3,2,8,1555,3200,735,41,5531
35,1,1,0,1,250,1305,0,17,1572
147,3,2,2,4,1313,3600,414,46,5373
208,4,4,3,5,3600,12000,1084,153,16840
30,1,1,0,0,0,750,59,12,821
97,2,2,2,3,1400,2200,42,28,3670
30,1,1,0,0,0,920,0,14,934
104,3,2,2,8,1300,3300,289,42,4931
230,4,3,3,0,2270,8200,1060,124,11650
20,1,1,0,4,150,3142,67,40,3399
298,4,4,1,0,0,3000,0,46,3046
127,2,1,2,0,0,2250,247,34,2531
60,3,2,1,3,452,800,50,11,1313
54,2,2,1,11,954,2800,190,36,3980
262,3,4,4,0,1953,9500,745,143,12340
19,1,1,0,0,0,1200,0,16,1216
55,2,1,1,1,300,2200,84,28,2612
120,2,1,1,0,0,1300,50,20,1370
88,3,4,2,5,486,3900,305,50,4741
136,3,2,2,9,1650,6818,332,87,8887
130,3,1,1,0,0,2000,0,31,2031
48,1,1,1,1,450,550,42,7,1049
53,3,2,1,13,420,2000,67,26,2513
320,4,5,5,0,0,10870,1417,164,12450
52,1,1,1,8,1000,2300,50,30,3380
20,1,1,0,0,602,1800,130,23,2555
75,2,1,3,5,700,2500,250,32,3482
90,3,1,0,0,270,2200,225,34,2729
95,2,2,1,0,0,2400,180,37,2617
70,1,1,1,0,0,1100,0,17,1117
25,1,1,0,9,160,1820,0,24,2004
230,3,4,2,3,2000,4800,292,61,7153
89,3,2,2,15,935,5418,0,20,6373
129,2,2,1,6,1507,13000,308,165,14980
42,1,1,1,0,675,3600,82,46,4403
255,4,4,3,13,0,11900,0,151,12050
192,3,4,2,13,1600,8500,0,108,10210
99,2,1,1,6,1300,4300,125,55,5780
50,2,1,1,1,400,1050,0,8,1458
48,1,2,0,2,704,1234,46,16,2000
99,2,1,1,0,0,3650,230,55,3935
33,1,1,1,7,560,1219,0,8,1787
93,3,2,2,25,650,3500,125,45,4320
49,1,1,1,10,480,3500,42,45,4067
50,1,1,0,9,850,2480,20,32,3382
100,3,3,1,0,0,2400,0,37,2437
110,2,1,1,10,705,1800,0,23,2528
800,4,7,8,0,0,12000,1667,181,13850
210,4,5,2,1,3800,8500,0,108,12410
80,3,1,0,0,185,2100,0,27,2312
196,2,3,3,8,3210,5500,73,70,8853
160,1,4,2,2,1000,3500,10,45,4555
250,5,3,6,0,0,15000,2704,226,17930
160,4,4,3,2,2500,11000,0,140,13640
189,4,3,2,5,2300,6500,584,83,9467
93,2,1,1,11,760,3200,0,41,4001
500,4,6,6,0,0,5930,2084,90,8104
57,2,1,1,3,343,850,67,11,1271
76,3,1,1,8,484,1100,63,14,1661
240,4,5,5,9,3442,9900,1529,126,15000
240,3,4,3,1,5100,11000,1834,140,18070
400,3,5,4,11,3800,3800,1250,49,8899
68,3,1,1,1,560,1460,115,19,2154
80,2,2,1,7,831,3800,9,49,4689
205,4,4,2,14,3050,10800,517,137,14500
250,3,3,1,9,2000,6500,292,83,8875
120,2,3,2,10,1500,9000,542,115,11160
68,2,1,1,9,0,1850,0,24,1874
65,2,1,1,3,315,1400,47,18,1780
720,4,5,5,17,6471,6500,3520,83,16570
40,1,1,0,1,150,1047,0,14,1211
75,2,1,0,5,1310,1283,0,17,2610
150,2,2,2,0,0,2640,0,40,2680
34,1,1,0,11,370,2800,74,36,3280
135,3,2,2,0,0,1700,25,26,1751
36,1,1,0,3,500,1900,77,25,2502
60,2,1,1,1,670,2058,0,9,2737
280,3,3,8,0,0,13000,4234,196,17430
156,3,3,3,20,1600,4900,917,63,7480
60,1,1,1,7,1300,3070,217,39,4626
60,2,1,1,1,385,2848,64,37,3334
150,4,2,1,0,0,3900,0,59,3959
120,3,2,2,1,2450,4636,875,59,8020
64,3,1,1,2,470,1200,110,16,1796
238,4,4,3,1,2569,15000,542,191,18300
127,3,2,1,12,1655,3900,350,50,5955
87,2,2,2,15,663,3700,257,47,4667
300,4,4,0,7,2700,9600,500,122,12920
60,2,1,0,1,191,1500,150,20,1861
270,6,3,6,0,0,4500,417,68,4985
142,3,3,2,15,1600,9000,475,115,11190
35,1,1,0,3,315,1649,0,21,1985
